mindy,paul,greg,jenn
0.0,1528.4567380204126,1483.1759841637136,950.7439192548118
1528.4567380204126,0.0,364.9972602636902,706.9285678199743
1483.1759841637136,364.9972602636902,0.0,658.3016026108397
950.7439192548118,706.9285678199743,658.3016026108397,0.0
